,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
163,Campus,Campus Mens 5g-820 Running Shoe,"₹1,699.00",30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 14 hrs 40 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 14 hrs 40 mins. ",https://www.amazon.in/Campus-Renegade-Beige-Running-Shoes/dp/B08KNVCR2C/ref=sr_1_111?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-111
164,Reebok,Reebok Mens Edgility Runner Running Shoe,"₹1,799.00",30 Days Returns & Exchange,"FREE delivery Saturday, 26 November. Order within 1 hr 54 mins","FREE delivery Saturday, 26 November. Order within 1 hr 54 mins. ",https://www.amazon.in/Reebok-Mens-Flat-Grey-Edgility/dp/B09DYHM7TM/ref=sr_1_112?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-112
165,Kraasa,"Kraasa Casual Lace Up Sneaker, Men Casual Shoes",₹499.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 54 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 54 mins. ",https://www.amazon.in/Kraasa-Sneakers-Men-White-UK/dp/B097L7FN68/ref=sr_1_113?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-113
166,ASIAN,"ASIAN Men's Thar-04 Sports Running,Walking & Gym Shoes with Eva Sole Extra Jump Casual Sneaker Shoes for Men's & Boy's…",₹474.00,Returns Policy,"FREE delivery Sunday, 27 November on first order Or fastest delivery Saturday, 26 November. Order within 1 hr 54 mins","FREE delivery Sunday, 27 November on first order. Or fastest delivery Saturday, 26 November. Order within 1 hr 54 mins. ",https://www.amazon.in/ASIAN-Future-01-White-Running-Shoes/dp/B08K7KLDV4/ref=sr_1_114?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-114
167,ASIAN,"ASIAN Oxygen-01 Sports Running,Walking & Gym Shoes with Oxygen Technology Lightweight Casual Sneaker Shoes for Men's & Boy's",₹998.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 4 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 4 mins. ",https://www.amazon.in/ASIAN-Oxygen-01-Lightweight-Running-Shoes/dp/B09C3YM7KW/ref=sr_1_115?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-115
168,ASIAN,ASIAN Men's Airsocks-12 Walking Shoes,₹525.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 54 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 54 mins. ",https://www.amazon.in/ASIAN-Airsocks-12-Ultra-Lightweight-Breathable-Athleisure/dp/B07XDT2M5R/ref=sr_1_116?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-116
169,ASIAN,"ASIAN Men's Cosco-13 Sports Running,Walking & Gym, School Shoes Lightweight Eva Sole Extra Jump Casual Sneaker Lace-Up Shoes for Men's & Boy's",₹497.00,Returns Policy,"FREE delivery Sunday, 27 November on first order Or fastest delivery Saturday, 26 November. Order within 1 hr 53 mins","FREE delivery Sunday, 27 November on first order. Or fastest delivery Saturday, 26 November. Order within 1 hr 53 mins. ",https://www.amazon.in/ASIAN-Cosco-13-Running-Sports-Multicolor/dp/B07V2FWRHK/ref=sr_1_117?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-117
170,Camfoot,Camfoot Men's Stylish & Trending (White-9500) Casual Sneakers Shoes,₹399.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 14 hrs 38 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 14 hrs 38 mins. ",https://www.amazon.in/Camfoot-Stylish-Trending-White-9500-Sneakers/dp/B0BFQN7P18/ref=sr_1_118?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-118
171,-,-,-,-,-,-,https://www.amazon.in/B-R-K-Mens-Denim-Casual-Numeric_9/dp/B09CGNDMNH/ref=sr_1_119?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-119
172,BRUTON,BRUTON Shoes for Trendy Shoes | Casual Shoes | Sports Shoes | Running Shoes | Exclusive Shoes for Men,₹338.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November on first order Or fastest delivery Saturday, 26 November. Order within 1 hr 53 mins","FREE delivery Sunday, 27 November on first order. Or fastest delivery Saturday, 26 November. Order within 1 hr 53 mins. ",https://www.amazon.in/BRUTON-Trendy-Running-Exclusive-Numeric_8/dp/B0B5KWZT1Z/ref=sr_1_120?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-120
173,Generic,"Loafer Synthetic Shoe for Men, Shoe for Men",₹449.00,30 Days Returns & Exchange,"₹35 delivery Sunday, 27 November","₹35 delivery Sunday, 27 November. ",https://www.amazon.in/Formal-Leather-Shoe-Black-Numeric_6/dp/B0BHZQZ4H7/ref=sr_1_121?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-121
174,Sparx,Sparx Mens Sx0687g Running Shoe,"₹1,359.00",30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 2 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 2 mins. ",https://www.amazon.in/Sparx-SM-687-Forest-Golden-SX0687GGFGO_0008/dp/B098BB6WT7/ref=sr_1_122?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-122
175,Campus,Campus Men's Barley Running Shoes,₹753.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 2 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 2 mins. ",https://www.amazon.in/Campus-BLU-Sky-Running-Shoes-8-CG-351/dp/B08CGTHVFH/ref=sr_1_123?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-123
176,ASIAN,"ASIAN Men's Waterproof-03 Sports Running, Walking & Gym Shoes with Max Cushion Technology | Latest Casual Sneakers,Lace up Lightweight Shoes for Men's & Boy's",₹525.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 52 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 52 mins. ",https://www.amazon.in/ASIAN-Mens-Grey-Running-Shoe/dp/B08GZZSPDC/ref=sr_1_124?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-124
177,Campus,Campus Men's Tyson PRO Running Shoes,₹714.00,30 Days Returns & Exchange,"FREE delivery Tuesday, 29 November. Order within 23 hrs 37 mins","FREE delivery Tuesday, 29 November. Order within 23 hrs 37 mins. ",https://www.amazon.in/Campus-Tyson-PRO-Running-Shoes/dp/B09RBG34Z3/ref=sr_1_125?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-125
178,Bacca Bucci,Bacca Bucci Men's Walking Shoe,"₹1,399.00",30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 14 hrs 11 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 14 hrs 11 mins. ",https://www.amazon.in/Bacca-Bucci-Mens-Black-Walking/dp/B08DKX8X3W/ref=sr_1_126?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-126
179,URJO,URJO Mens T-02 Running Shoes,"₹1,049.00",30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 51 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 51 mins. ",https://www.amazon.in/URJO-Mens-Sports-Shoes-Black/dp/B09BN4KW9C/ref=sr_1_127?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-127
180,ASIAN,"ASIAN Men's Thar-10 Sports Running,Walking & Gym Shoes Casual Sneaker Shoes for Men's & Boy's…",₹648.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 51 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 51 mins. ",https://www.amazon.in/ASIAN-Thar-10-Running-Walking-Sneaker/dp/B0BG98RV8D/ref=sr_1_128?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-128
181,Sparx,Sparx Mens Sc0671g Sneaker,₹919.00,30 Days Returns & Exchange,"FREE delivery Wednesday, 30 November Or fastest delivery Sunday, 27 November. Order within 13 hrs 36 mins","FREE delivery Wednesday, 30 November. Or fastest delivery Sunday, 27 November. Order within 13 hrs 36 mins. ",https://www.amazon.in/Sparx-SM-671-Golden-Yellow-SC0671G_NBGD_0009/dp/B09TWC6343/ref=sr_1_129?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-129
182,DSC,DSC Zooter Cricket Shoe for Mens,₹879.00,Returns Policy,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 14 hrs 10 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 14 hrs 10 mins. ",https://www.amazon.in/DSC-Zooter-Cricket-Size-10-White-Blue/dp/B08PWKNW3F/ref=sr_1_130?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-130
183,road runner,road runner Stylish Lightweight Casual Sneaker Shoe for Mens & Boys,₹499.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 14 hrs 35 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 14 hrs 35 mins. ",https://www.amazon.in/road-runner-Stylish-Lightweight-Sneaker/dp/B0BC5NHN11/ref=sr_1_131?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-131
184,Klepe,Klepe Unisex-Child St-k-7012 Running Shoe,₹603.48,30 Days Returns & Exchange,"FREE delivery Monday, 28 November Or fastest delivery Saturday, 26 November. Order within 1 hr 50 mins","FREE delivery Monday, 28 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 50 mins. ",https://www.amazon.in/Klepe-Kids-Running-Shoes-35ST-K-7012/dp/B09BVZ3W8X/ref=sr_1_132?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-132
185,Sparx,Sparx Men's Sm-663 Running Shoe,₹785.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 50 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 50 mins. ",https://www.amazon.in/Sparx-SM-663-Turkey-Running-SX0663GTBRD0009/dp/B08PWVWDYS/ref=sr_1_133?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-133
186,Stylelure,Stylelure Men's Synthetic Leather Black Formal Shoes for Men,₹549.00,30 Days Returns & Exchange,"FREE delivery Monday, 28 November","FREE delivery Monday, 28 November. ",https://www.amazon.in/Stylelure-Leather-Black-Formal-Shoes/dp/B07P9JCZJF/ref=sr_1_134?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-134
187,MACTREE,MACTREE Men Flexible-Stitched Sole Premium Formal Shoes for Men,₹644.00,30 Days Returns & Exchange,"FREE delivery Monday, 28 November","FREE delivery Monday, 28 November. ",https://www.amazon.in/MACTREE-Flexible-Stitched-Premium-Formal-M-K16-8/dp/B0918F87JP/ref=sr_1_135?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-135
188,Allen Cooper,Allen Cooper Sports Shoes for Men,"₹1,398.00",30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 49 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 49 mins. ",https://www.amazon.in/Allen-Cooper-Sports-Shoes-302B-6/dp/B0B2K41SMK/ref=sr_1_136?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-136
189,Hush Puppies,Hush Puppies Men Aaron Derby Formal Shoes,"₹2,249.00",30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 14 hrs 9 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 14 hrs 9 mins. ",https://www.amazon.in/Hush-Puppies-Formal-Shoes-7-8246872070_8246872/dp/B07CDFBLTK/ref=sr_1_137?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-137
190,Liberty,Liberty Gliders OLGREEN Mens Non-Leather Casual Shoes,₹649.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 14 hrs 34 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 14 hrs 34 mins. ",https://www.amazon.in/Gliders-Liberty-Black-Loafers-Mocassins/dp/B018770BU6/ref=sr_1_138?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-138
191,Bacca Bucci,Bacca Bucci Men's Comfy Mid-Top Casual Chunky Streetwear Fashion Sneakers | Solid Color Pattern with Rubber Outsole | Model: Tiger,"₹1,598.00",30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins. ",https://www.amazon.in/Bacca-Mid-Top-Streetwear-Fashion-Sneakers/dp/B09NW7GHRS/ref=sr_1_139?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-139
192,Bersache,"Bersache Sports Shoes for Kids | Latest Stylish Sports Shoes for Kids | Lace-Up Lightweight (Black) Shoes for Running, Walking, Gym,Trekking and Hiking Shoes for Kids",₹299.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November on first order Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins","FREE delivery Sunday, 27 November on first order. Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins. ",https://www.amazon.in/Bersache-Stylish-Lace-Up-Lightweight-Trekking/dp/B0BFL6CDK4/ref=sr_1_140?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-140
193,CLYMB,"CLYMB Cosco Running Shoes,Training Shoes,Gym Shoes,Sports Shoes,Walking Shoes for Men's",₹539.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins. ",https://www.amazon.in/CLYMB-Cosco-Training-Navy-Blue/dp/B07RB4VXMN/ref=sr_1_141?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-141
194,ASIAN,"ASIAN Men's Carbon-02 Sports Running,Walking & Gym Shoes with Carbon Cushion Technology Phylon Sole with Memory Form Casual Sneaker Shoes for Men's & Boy's","₹1,139.00",30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins. ",https://www.amazon.in/ASIAN-Carbon-02-Running-Walking-Technology/dp/B0BL3C51J9/ref=sr_1_142?keywords=shoes&qid=1669305566&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-142
195,ASIAN,"ASIAN Men's Cosco-13 Sports Running,Walking & Gym, School Shoes Lightweight Eva Sole Extra Jump Casual Sneaker Lace-Up Shoes for Men's & Boy's",₹497.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November on first order Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins","FREE delivery Sunday, 27 November on first order. Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins. ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg4OTE5Njc5OTU1ODcwOjE2NjkzMDU1NjY6c3BfYnRmOjIwMDc3MTAzMTE4Nzk4OjowOjo&url=%2FASIAN-Cosco-13-Running-Multicolor-Numeric_9%2Fdp%2FB09QXPQQB5%2Fref%3Dsr_1_143_sspa%3Fkeywords%3Dshoes%26qid%3D1669305566%26qu%3DeyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9%26sr%3D8-143-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
196,Kraasa,Kraasa Sports Shoes for Men | Walking Shoes | Running Shoes for Men,₹599.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 48 mins. ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg4OTE5Njc5OTU1ODcwOjE2NjkzMDU1NjY6c3BfYnRmOjIwMDczMTMzMjc5NDk4OjowOjo&url=%2FKraasa-Sports-Shoes-Walking-Running%2Fdp%2FB0BBRNZN5N%2Fref%3Dsr_1_144_sspa%3Fkeywords%3Dshoes%26qid%3D1669305566%26qu%3DeyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9%26sr%3D8-144-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
197,Generic,Men's Black Mesh Sports Shoes,₹599.00,30 Days Returns & Exchange,"₹59 delivery Monday, 28 November","₹59 delivery Monday, 28 November. ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg4OTE5Njc5OTU1ODcwOjE2NjkzMDU1NjY6c3BfYnRmOjIwMDg0NDYwMTUzOTk4OjowOjo&url=%2FMens-Blue-Sports-Shoes-India%2Fdp%2FB0BGSNWSZR%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dshoes%26qid%3D1669305566%26qu%3DeyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
198,Bacca Bucci,Bacca Bucci Men's,₹999.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 1 hr 47 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 1 hr 47 mins. ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg4OTE5Njc5OTU1ODcwOjE2NjkzMDU1NjY6c3BfYnRmOjIwMDM0NTQyMDgzNDAzOjowOjo&url=%2FBacca-Bucci-Trainers-Athletic-Sneakers%2Fdp%2FB083FLCS7C%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dshoes%26qid%3D1669305566%26qu%3DeyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA2130RQ2DA9D45
